,Country,Gender,Activity,Currency,Year,Amount
1438,Argentina,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2018,879.86
1441,Argentina,Total,Enseñanza,Divisa: Dólar estadounidense,2018,662.52
1444,Argentina,Total,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2018,791.03
1447,Argentina,Total,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2018,617.22
1450,Argentina,Total,Otras actividades de servicios,Divisa: Dólar estadounidense,2018,586.57
1453,Argentina,Total,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2018,219.49
1456,Argentina,Total,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2018,853.27
1465,Argentina,Male,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2018,798.37
1468,Argentina,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2018,457.46
1471,Argentina,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2018,754.67
1474,Argentina,Male,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2018,1545.79
1477,Argentina,Male,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2018,784.62
1480,Argentina,Male,Construcción,Divisa: Dólar estadounidense,2018,511.99
1483,Argentina,Male,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2018,664.95
1486,Argentina,Male,Transporte y almacenamiento,Divisa: Dólar estadounidense,2018,792.13
1489,Argentina,Male,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2018,495.82
1492,Argentina,Male,Información y comunicaciones,Divisa: Dólar estadounidense,2018,1091.97
1495,Argentina,Male,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2018,1210.03
1498,Argentina,Male,Actividades inmobiliarias,Divisa: Dólar estadounidense,2018,632.8
1501,Argentina,Male,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2018,804.02
1504,Argentina,Male,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2018,627.69
1507,Argentina,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2018,906.04
1510,Argentina,Male,Enseñanza,Divisa: Dólar estadounidense,2018,719.62
1513,Argentina,Male,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2018,944.34
1516,Argentina,Male,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2018,732.42
1519,Argentina,Male,Otras actividades de servicios,Divisa: Dólar estadounidense,2018,673.54
1522,Argentina,Male,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2018,271.19
1525,Argentina,Male,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2018,872.91
1534,Argentina,Female,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2018,1154.94
1537,Argentina,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2018,755.26
1540,Argentina,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2018,581.18
1543,Argentina,Female,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2018,1262.83
1546,Argentina,Female,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2018,569.17
1549,Argentina,Female,Construcción,Divisa: Dólar estadounidense,2018,692.13
1552,Argentina,Female,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2018,519.67
1555,Argentina,Female,Transporte y almacenamiento,Divisa: Dólar estadounidense,2018,677.4
1558,Argentina,Female,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2018,408.61
1561,Argentina,Female,Información y comunicaciones,Divisa: Dólar estadounidense,2018,998.33
1564,Argentina,Female,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2018,972.05
1567,Argentina,Female,Actividades inmobiliarias,Divisa: Dólar estadounidense,2018,482.01
1570,Argentina,Female,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2018,688.06
1573,Argentina,Female,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2018,518.64
1576,Argentina,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2018,845.89
1579,Argentina,Female,Enseñanza,Divisa: Dólar estadounidense,2018,642.69
1582,Argentina,Female,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2018,720.73
1585,Argentina,Female,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2018,461.75
1588,Argentina,Female,Otras actividades de servicios,Divisa: Dólar estadounidense,2018,495.5
1591,Argentina,Female,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2018,218.41
1594,Argentina,Female,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2018,804.13
1603,Argentina,Total,Agricultura,Divisa: Dólar estadounidense,2017,2082.49
1606,Argentina,Total,Manufacturas,Divisa: Dólar estadounidense,2017,961.59
1609,Argentina,Total,Construcción,Divisa: Dólar estadounidense,2017,658.95
1612,Argentina,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2017,1270.89
1615,Argentina,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2017,900.68
1618,Argentina,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2017,851.23
1627,Argentina,Male,Agricultura,Divisa: Dólar estadounidense,2017,2317.15
1630,Argentina,Male,Manufacturas,Divisa: Dólar estadounidense,2017,1019.4
1633,Argentina,Male,Construcción,Divisa: Dólar estadounidense,2017,654.25
1636,Argentina,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2017,1318.5
1639,Argentina,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2017,969.53
1642,Argentina,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2017,1119.59
1651,Argentina,Female,Agricultura,Divisa: Dólar estadounidense,2017,697.02
1654,Argentina,Female,Manufacturas,Divisa: Dólar estadounidense,2017,770.23
1657,Argentina,Female,Construcción,Divisa: Dólar estadounidense,2017,758.52
1660,Argentina,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2017,1028.61
1663,Argentina,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2017,776.0
1666,Argentina,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2017,720.45
1675,Argentina,Total,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2017,2082.49
1678,Argentina,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2017,821.35
1681,Argentina,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2017,961.59
1684,Argentina,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2017,1503.08
1687,Argentina,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2017,1138.32
1690,Argentina,Total,Construcción,Divisa: Dólar estadounidense,2017,658.95
1693,Argentina,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2017,798.73
1696,Argentina,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2017,1026.27
1699,Argentina,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2017,639.51
1702,Argentina,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2017,1406.07
1705,Argentina,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2017,1494.15
1708,Argentina,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2017,762.87
1711,Argentina,Total,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2017,957.42
1714,Argentina,Total,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2017,767.53
1717,Argentina,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2017,1204.95
1720,Argentina,Total,Enseñanza,Divisa: Dólar estadounidense,2017,873.45
1723,Argentina,Total,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2017,1051.37
1726,Argentina,Total,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2017,772.55
1729,Argentina,Total,Otras actividades de servicios,Divisa: Dólar estadounidense,2017,789.2
1732,Argentina,Total,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2017,305.05
1735,Argentina,Total,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2017,1037.33
1744,Argentina,Male,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2017,2317.15
1747,Argentina,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2017,917.2
1750,Argentina,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2017,1019.4
1753,Argentina,Male,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2017,1541.33
1756,Argentina,Male,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2017,1175.16
1759,Argentina,Male,Construcción,Divisa: Dólar estadounidense,2017,654.25
1762,Argentina,Male,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2017,864.61
1765,Argentina,Male,Transporte y almacenamiento,Divisa: Dólar estadounidense,2017,1033.18
1768,Argentina,Male,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2017,683.82
1771,Argentina,Male,Información y comunicaciones,Divisa: Dólar estadounidense,2017,1502.48
1774,Argentina,Male,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2017,1646.74
1777,Argentina,Male,Actividades inmobiliarias,Divisa: Dólar estadounidense,2017,810.52
1780,Argentina,Male,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2017,1095.78
1783,Argentina,Male,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2017,827.98
1786,Argentina,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2017,1241.42
1789,Argentina,Male,Enseñanza,Divisa: Dólar estadounidense,2017,946.22
1792,Argentina,Male,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2017,1280.71
1795,Argentina,Male,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2017,877.41
1798,Argentina,Male,Otras actividades de servicios,Divisa: Dólar estadounidense,2017,855.06
1801,Argentina,Male,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2017,303.85
1804,Argentina,Male,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2017,1119.91
1813,Argentina,Female,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2017,697.02
1816,Argentina,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2017,786.13
1819,Argentina,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2017,770.23
1822,Argentina,Female,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2017,1303.07
1825,Argentina,Female,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2017,881.61
1828,Argentina,Female,Construcción,Divisa: Dólar estadounidense,2017,758.52
1831,Argentina,Female,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2017,685.62
1834,Argentina,Female,Transporte y almacenamiento,Divisa: Dólar estadounidense,2017,966.69
1837,Argentina,Female,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2017,585.1
1840,Argentina,Female,Información y comunicaciones,Divisa: Dólar estadounidense,2017,1079.47
1843,Argentina,Female,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2017,1343.58
1846,Argentina,Female,Actividades inmobiliarias,Divisa: Dólar estadounidense,2017,722.39
1849,Argentina,Female,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2017,850.69
1852,Argentina,Female,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2017,673.48
1855,Argentina,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2017,1155.6
1858,Argentina,Female,Enseñanza,Divisa: Dólar estadounidense,2017,847.47
